timestamp,bus-6186_rss,bus-6186_x,bus-6186_y,bus-4604_rss,bus-4604_x,bus-4604_y,madsen-nuc1-b210,cnode-mario-dd-b210,cellsdr1-hospital-comp,bus-6182_rss,bus-6182_x,bus-6182_y,bus-4817_rss,bus-4817_x,bus-4817_y,cbrssdr1-honors-comp,cnode-ustar-dd-b210,cbrssdr1-browning-comp,sagepoint-nuc2-b210,bookstore-nuc2-b210,garage-nuc2-b210,cbrssdr1-smt-comp,cnode-wasatch-dd-b210,ebc-nuc1-b210,cnode-moran-dd-b210,web-nuc1-b210,bus-6183_rss,bus-6183_x,bus-6183_y,humanities-nuc2-b210,bus-5175_rss,bus-5175_x,bus-5175_y,bus-6180_rss,bus-6180_x,bus-6180_y,bus-4410_rss,bus-4410_x,bus-4410_y,moran-nuc2-b210,cbrssdr1-hospital-comp,law73-nuc2-b210,cnode-ebc-dd-b210,cbrssdr1-ustar-comp,bus-4407_rss,bus-4407_x,bus-4407_y,cellsdr1-smt-comp,bus-4603_rss,bus-4603_x,bus-4603_y,law73-nuc1-b210,cnode-guesthouse-dd-b210,cbrssdr1-fm-comp,sagepoint-nuc1-b210,cbrssdr1-bes-comp,guesthouse-nuc2-b210,bus-6185_rss,bus-6185_x,bus-6185_y,madsen-nuc2-b210,garage-nuc1-b210,tx_x_coord,tx_y_coord
2022-11-23 13:26:37,-101,-1,-1,-101,-1,-1,-101,-92.35012013489893,-97.01217273640141,-101,-1,-1,-101,-1,-1,-62.43576778963738,-101,-78.06598295320255,-85.02318780578578,-88.45266362409747,-72.00852964600246,-77.05002064175463,-77.88769372695273,-91.37565810963649,-101,-83.77004174983392,-101,-1,-1,-68.93518794785238,-101,-1,-1,-101,-1,-1,-101,-1,-1,-75.92477467267086,-71.38446268020633,-86.16385955797142,-82.29643825773435,-66.61727268872423,-101,-1,-1,-41.37317431311536,-101,-1,-1,-101,-80.43239238401056,-98.87423781128848,-101,-93.08498933165622,-38.06301894415833,-101,-1,-1,-81.01291818201021,-101,40.76529213,-111.8357384
2022-11-23 13:26:41,-101,-1,-1,-101,-1,-1,-101,-93.74069410770893,-98.01417133749082,-101,-1,-1,-101,-1,-1,-51.64412932746178,-101,-78.57868640613658,-87.00871575770537,-85.77668950427332,-68.03801217754169,-61.70176611332924,-75.108020550438,-90.22908502400867,-101,-88.66082117213608,-101,-1,-1,-71.57554053700949,-101,-1,-1,-101,-1,-1,-101,-1,-1,-77.78833599101539,-84.99907150582631,-87.3058543097312,-68.63804694246569,-66.26780912811353,-101,-1,-1,-34.96751816058088,-101,-1,-1,-101,-78.86094973821002,-98.39552911775202,-101,-74.70688659239477,-32.04560620687679,-101,-1,-1,-79.72521058206608,-101,40.76535776,-111.83573067
2022-11-23 13:26:45,-101,-1,-1,-101,-1,-1,-101,-94.02517573994777,-97.68960577534006,-101,-1,-1,-101,-1,-1,-63.84925645815122,-101,-83.46770715575678,-83.6173488904875,-87.72480351806976,-80.87041198068351,-59.873732705396705,-75.64250414937264,-93.65056799815513,-101,-86.51182201531611,-101,-1,-1,-74.06187608588228,-101,-1,-1,-101,-1,-1,-101,-1,-1,-76.41990831904128,-72.52317499376102,-86.77596415642901,-74.4750013875259,-65.00756387222101,-101,-1,-1,-28.855237358521325,-101,-1,-1,-101,-83.65137529241785,-99.1882527522963,-101,-84.32381110643533,-28.462948487822104,-101,-1,-1,-82.76234099617129,-101,40.76542249,-111.83573177
2022-11-23 13:26:49,-101,-1,-1,-101,-1,-1,-101,-93.79921392257415,-96.77858828098948,-101,-1,-1,-101,-1,-1,-63.265355512164916,-101,-75.77289569208027,-82.71661129656069,-88.17575459697497,-72.09360314544297,-60.33925306042395,-77.53710959711361,-92.45547189587865,-101,-78.09926912906302,-101,-1,-1,-76.49007189250415,-101,-1,-1,-101,-1,-1,-101,-1,-1,-75.97248803007945,-76.45100454434034,-87.17041454519041,-80.9838818057002,-71.6217478754964,-101,-1,-1,-33.52879922291409,-101,-1,-1,-101,-85.14781734865933,-98.57999789324757,-101,-69.11614001582969,-35.10764961399575,-101,-1,-1,-81.35797412226212,-101,40.76546345,-111.83578103
2022-11-23 13:26:53,-101,-1,-1,-101,-1,-1,-101,-93.13489201835871,-97.41151061914998,-101,-1,-1,-101,-1,-1,-55.310061879331116,-101,-77.87341094226423,-89.78350716176968,-91.15930592441016,-68.83512012157168,-65.61258039108402,-79.71713086088938,-90.68047382525893,-101,-81.39639070310355,-101,-1,-1,-86.6277637002802,-101,-1,-1,-101,-1,-1,-101,-1,-1,-78.89287597507133,-69.8551538799565,-87.8564050671475,-76.82465314752594,-65.93993694547963,-101,-1,-1,-37.93338176478064,-101,-1,-1,-101,-76.19164648555392,-97.56390851824094,-101,-83.07515774945422,-26.630652403686675,-101,-1,-1,-83.94260538333987,-101,40.76548284,-111.83584041
2022-11-23 13:26:57,-101,-1,-1,-101,-1,-1,-101,-94.3717611168658,-98.05635080704218,-101,-1,-1,-101,-1,-1,-57.45672657139464,-101,-77.8824822245684,-85.67290821877891,-86.55645935272771,-83.23631198466863,-68.39860360998601,-76.43013511409767,-90.53416663667605,-101,-78.35283930814752,-101,-1,-1,-79.68276112811515,-101,-1,-1,-101,-1,-1,-101,-1,-1,-69.02412647496786,-82.25664102379297,-87.90766571475373,-73.09634206371105,-71.80018848876867,-101,-1,-1,-40.714957466465506,-101,-1,-1,-101,-76.76181584474324,-99.8624441643119,-101,-71.49861008243214,-28.440405247615622,-101,-1,-1,-81.51616778289439,-101,40.76549619,-111.83590067
2022-11-23 13:27:12,-101,-1,-1,-101,-1,-1,-101,-91.0690653501643,-97.07940613225885,-101,-1,-1,-101,-1,-1,-46.85057747016944,-101,-83.91781989851752,-80.0485440101452,-86.48571287178771,-80.37765045823835,-71.44523990738313,-80.16080428793175,-91.39220086571926,-101,-80.89047865955338,-101,-1,-1,-73.75130827787501,-101,-1,-1,-101,-1,-1,-101,-1,-1,-79.33858108666031,-76.15995474731251,-87.92099839079944,-75.11862706272788,-71.92784237835124,-101,-1,-1,-34.167161868027364,-101,-1,-1,-101,-75.62357430076342,-98.98721073494804,-101,-75.61163042623298,-37.2551896904036,-101,-1,-1,-80.65092124678549,-101,40.76544591,-111.83613587
2022-11-23 13:27:16,-101,-1,-1,-101,-1,-1,-101,-92.18084259589895,-97.90364460149176,-101,-1,-1,-101,-1,-1,-56.80851762938751,-101,-75.67466634178732,-82.22684931661198,-87.51618911183927,-75.65629437426317,-65.88570587691589,-77.32668894108015,-91.95458109074005,-101,-73.91039950685237,-101,-1,-1,-80.72139350764664,-101,-1,-1,-101,-1,-1,-101,-1,-1,-72.61391676781399,-73.25509292672822,-85.7691141087775,-72.30589306042842,-65.13382193005398,-101,-1,-1,-34.8619788861189,-101,-1,-1,-101,-80.33841980511242,-100.02775768167177,-101,-73.94523262104507,-53.89878794864793,-101,-1,-1,-83.99296686428352,-101,40.76540154,-111.83620358
2022-11-23 13:27:20,-101,-1,-1,-101,-1,-1,-101,-94.65069496071155,-96.84706688340546,-101,-1,-1,-101,-1,-1,-60.86791969963017,-101,-85.70277799495636,-81.91896543649497,-88.94743699782437,-69.81497501755206,-75.84919998061956,-73.7956642837773,-87.76076729883951,-101,-81.02003338644923,-101,-1,-1,-75.04726922030177,-101,-1,-1,-101,-1,-1,-101,-1,-1,-70.32250548934663,-78.50225608679716,-87.17551078609952,-64.1676697272917,-62.46060666273741,-101,-1,-1,-35.84071370095491,-101,-1,-1,-101,-76.4780250162365,-98.97867533188202,-101,-72.61633511072137,-50.427576473482205,-101,-1,-1,-81.97027256677558,-101,40.76537694,-111.83627161
2022-11-23 13:27:24,-101,-1,-1,-101,-1,-1,-101,-92.70621827337068,-97.58791225809588,-101,-1,-1,-101,-1,-1,-56.55234299453507,-101,-79.0143118921827,-81.21416371771045,-89.0843463354477,-72.79648718127399,-74.52406513401482,-76.59319198164681,-88.01736397413818,-101,-86.60961540443512,-101,-1,-1,-68.85925977389134,-101,-1,-1,-101,-1,-1,-101,-1,-1,-71.97238395715699,-64.1528942070239,-86.78816439428964,-77.72304164453969,-64.73565077381208,-101,-1,-1,-34.2909661347025,-101,-1,-1,-101,-75.71860256499689,-98.76360651233463,-101,-73.5545738824403,-57.892791115248805,-101,-1,-1,-78.4328190806911,-101,40.76534556,-111.83634415
2022-11-23 13:27:27,-101,-1,-1,-101,-1,-1,-101,-90.98669624655705,-97.89888040999698,-101,-1,-1,-101,-1,-1,-65.14255966203348,-101,-76.47625093342832,-75.25213385092286,-93.15781313784026,-70.00375088181771,-64.85348395225066,-70.14164998732568,-88.66285214867165,-101,-78.07051115262144,-101,-1,-1,-75.0994881235758,-101,-1,-1,-101,-1,-1,-101,-1,-1,-65.9893435228809,-70.32086982053437,-85.98962485355392,-67.93112934151834,-65.26349795916063,-101,-1,-1,-33.082288098701156,-101,-1,-1,-101,-80.50173293153522,-98.8396638138552,-101,-72.85486650038835,-54.2042386829581,-101,-1,-1,-78.39821223649709,-101,40.76532145,-111.83639563
2022-11-23 13:27:31,-101,-1,-1,-101,-1,-1,-101,-94.4002542612348,-98.0629709529681,-101,-1,-1,-101,-1,-1,-52.55688123375891,-101,-87.85585204590765,-85.60646198702882,-87.67774507524788,-66.6568228913451,-67.60547976593732,-70.15546869613162,-78.58316212395353,-101,-84.1498980939769,-101,-1,-1,-69.55589786485082,-101,-1,-1,-101,-1,-1,-101,-1,-1,-67.77373061431415,-66.20264032979526,-86.3980048250992,-61.7580933138653,-63.489604123225575,-101,-1,-1,-36.973439301820946,-101,-1,-1,-101,-74.6997076649321,-98.17929308511681,-101,-78.15960561786865,-42.227206414775296,-101,-1,-1,-83.52008347420491,-101,40.76529561,-111.83645211
